RecordId,RecordType,Type,SubType,Category,Task,TaskStatus,SLADesc,DUE,FIrstPlanReviewedDate
16-10281,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Hold for Revision,Residential - 10 Days,10/21/2016,10/21/2016
16-10283,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/21/2016,10/20/2016
16-10283,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/21/2016,10/10/2016
16-10284,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Hold for Revision,Residential - 10 Days,10/21/2016,10/19/2016
16-10299,Com: Retaining Wall,Commercial,Accessory Structure,Retaining Wall,Building Review,Approved,Std Level I Comm  - 21 Days,11/07/2016,11/01/2016
16-10307,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,10/24/2016,10/19/2016
16-10307,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,10/24/2016,10/19/2016
16-10307,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/24/2016,10/19/2016
16-10309,Com: Retaining Wall,Commercial,Accessory Structure,Retaining Wall,Building Review,Approved,Small Comm - 10 Days,10/24/2016,10/24/2016
16-10315,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Residential - 10 Days,10/24/2016,10/21/2016
16-10317,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Small Comm - 10 Days,10/24/2016,10/21/2016
16-10321,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,10/24/2016,10/24/2016
16-10328,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved with Conditions,Residential - 10 Days,10/24/2016,10/24/2016
16-10328,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Residential - 10 Days,10/24/2016,10/12/2016
16-10329,Com: Alterations,Commercial,Existing Building,Alterations,Addressing,Approved - No Fees,Small Comm - 10 Days,10/24/2016,10/19/2016
16-10329,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/24/2016,10/25/2016
16-10329,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/24/2016,10/13/2016
16-10334,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/12/2016,10/11/2016
16-10334,Res: Retaining Wall,Residential,Accessory Structure,Retaining Wall,Zoning Review,Hold for Revision,Res. Waiver - 2 Days,10/12/2016,10/19/2016
16-10337,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Res. Waiver - 2 Days,10/12/2016,10/18/2016
16-10337,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/12/2016,10/11/2016
16-10359,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,10/25/2016,10/24/2016
16-10360,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Hold for Revision,Residential - 10 Days,10/25/2016,10/24/2016
16-10360,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,10/25/2016,10/18/2016
16-10362,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,10/25/2016,10/24/2016
16-10363,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/13/2016,10/12/2016
16-10368,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/13/2016,10/12/2016
16-10368,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/13/2016,10/12/2016
16-10370,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/13/2016,10/12/2016
16-10370,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/13/2016,10/19/2016
16-10374,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,10/25/2016,10/24/2016
16-10374,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,10/25/2016,10/26/2016
16-10379,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/14/2016,10/12/2016
16-10386,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,10/26/2016,10/25/2016
16-10386,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,10/26/2016,10/12/2016
16-10392,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,10/26/2016,10/13/2016
16-10392,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Residential - 10 Days,10/26/2016,10/13/2016
16-10400,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/14/2016,10/12/2016
16-10403,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved,Residential - 10 Days,10/26/2016,10/25/2016
16-10403,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Residential - 10 Days,10/26/2016,10/13/2016
16-10412,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Res. Waiver - 2 Days,10/14/2016,10/17/2016
16-10412,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Res. Waiver - 2 Days,10/14/2016,10/13/2016
16-10412,Res: New SFD,Residential,New Building,SFD,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/14/2016,10/13/2016
16-10427,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Large Comm - 90 Days,02/16/2017,12/09/2016
16-10429,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Residential - 10 Days,10/27/2016,10/25/2016
16-10430,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Residential - 10 Days,10/27/2016,10/25/2016
16-10430,Res: New SFD,Residential,New Building,SFD,Zoning Review,Hold for Revision,Residential - 10 Days,10/27/2016,10/27/2016
16-10432,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/17/2016,10/18/2016
16-10434,Res: Detached Bldg,Residential,Accessory Structure,Other,Addressing,Approved - No Fees,Res. Waiver - 2 Days,10/17/2016,10/17/2016
16-10434,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/17/2016,10/14/2016
16-10434,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved,Res. Waiver - 2 Days,10/17/2016,10/26/2016
16-10438,Com: Shell,Commercial,New Building,Shell Only,Addressing,Approved - No Fees,Large Comm - 90 Days,02/16/2017,11/23/2016
16-10444,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/17/2016,10/14/2016
16-10445,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Hold for Revision,Std Level II or III Comm - 45 Days,12/15/2016,10/26/2016
16-10445,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Hold for Revision,Std Level II or III Comm - 45 Days,12/15/2016,11/09/2016
16-10454,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/18/2016,10/14/2016
16-10457,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/18/2016,10/14/2016
16-10476,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,10/28/2016,10/25/2016
16-10478,Res: New SFD,Residential,New Building,SFD,Addressing,Approved,Residential - 10 Days,10/28/2016,11/02/2016
16-10478,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Residential - 10 Days,10/28/2016,10/18/2016
16-10481,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/28/2016,10/28/2016
16-10481,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/28/2016,10/18/2016
16-10483,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,10/28/2016,10/21/2016
16-10483,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/28/2016,10/24/2016
16-10484,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,10/28/2016,10/27/2016
16-10484,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/28/2016,10/26/2016
16-10486,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Approved,Residential - 10 Days,10/28/2016,10/26/2016
16-10491,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,10/28/2016,10/26/2016
16-10492,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Approved,Residential - 10 Days,10/28/2016,10/25/2016
16-10497,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Approved,Residential - 10 Days,10/28/2016,10/25/2016
16-10499,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/18/2016,10/18/2016
16-10500,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/18/2016,10/18/2016
16-10507,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved with Conditions,Residential - 10 Days,10/31/2016,10/26/2016
16-10511,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/31/2016,10/25/2016
16-10511,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,10/31/2016,10/28/2016
16-10511,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,10/31/2016,10/19/2016
16-10512,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/31/2016,10/26/2016
16-10512,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/31/2016,10/18/2016
16-10522,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/19/2016,10/18/2016
16-10526,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved with Conditions,Small Comm - 10 Days,10/31/2016,10/28/2016
16-10526,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/31/2016,10/18/2016
16-10528,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,10/31/2016,10/27/2016
16-10528,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,10/31/2016,10/25/2016
16-10539,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,10/31/2016,10/18/2016
16-10539,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,10/31/2016,10/18/2016
16-10540,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Small Comm - 10 Days,10/31/2016,10/31/2016
16-10552,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/20/2016,10/19/2016
16-10555,Res: New SFD,Residential,New Building,SFD,Building Review,Hold for Revision,Residential - 10 Days,11/01/2016,10/27/2016
16-10557,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Residential - 10 Days,11/01/2016,10/27/2016
16-10557,Res: New SFD,Residential,New Building,SFD,Building Review,Hold for Revision,Residential - 10 Days,11/01/2016,10/27/2016
16-10557,Res: New SFD,Residential,New Building,SFD,Zoning Review,Approved with Conditions,Residential - 10 Days,11/01/2016,10/18/2016
16-10579,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,11/01/2016,10/27/2016
16-10585,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,11/01/2016,10/31/2016
16-10592,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/21/2016,10/19/2016
16-10603,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Res. Waiver - 2 Days,10/21/2016,10/24/2016
16-10603,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/21/2016,10/20/2016
16-10604,Com: Deck,Commercial,Accessory Structure,Deck,Building Review,Approved with Conditions,Small Comm - 10 Days,11/02/2016,10/31/2016
16-10604,Com: Deck,Commercial,Accessory Structure,Deck,Zoning Review,Approved,Small Comm - 10 Days,11/02/2016,10/24/2016
16-10606,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/21/2016,10/20/2016
16-10611,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/21/2016,10/20/2016
16-10623,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/03/2016,10/31/2016
16-10623,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,11/03/2016,11/03/2016
16-10623,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,11/03/2016,10/31/2016
16-10627,Com: Retaining Wall,Commercial,Accessory Structure,Retaining Wall,Building Review,Approved,Std Level I Comm  - 21 Days,11/18/2016,11/02/2016
16-10640,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/03/2016,11/01/2016
16-10640,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/03/2016,10/28/2016
16-10652,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,11/03/2016,11/01/2016
16-10652,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,11/03/2016,11/09/2016
16-10656,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Res. Waiver - 2 Days,10/24/2016,11/03/2016
16-10663,Com: Bldg,Commercial,New Building,Single Tenant,Building Review,Approved with Conditions,Std Level I Comm  - 21 Days,11/21/2016,11/03/2016
16-10663,Com: Bldg,Commercial,New Building,Single Tenant,Fire Review,Approved,Std Level I Comm  - 21 Days,11/21/2016,10/24/2016
16-10664,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Building Review,Approved,Std Level I Comm  - 21 Days,11/21/2016,11/02/2016
16-10664,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Fire Review,Approved,Std Level I Comm  - 21 Days,11/21/2016,11/11/2016
16-10669,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,11/04/2016,10/31/2016
16-10669,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,11/04/2016,10/27/2016
16-10670,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/25/2016,10/24/2016
16-10677,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Approved with Conditions,Residential - 10 Days,11/04/2016,10/31/2016
16-10677,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved with Conditions,Residential - 10 Days,11/04/2016,10/27/2016
16-10682,Mfg. Home in Park,Residential,Manufactured Home,Existing Park,Addressing,Hold for Revision,Residential - 10 Days,11/04/2016,11/01/2016
16-10682,Mfg. Home in Park,Residential,Manufactured Home,Existing Park,Building Review,Approved with Conditions,Residential - 10 Days,11/04/2016,10/31/2016
16-10682,Mfg. Home in Park,Residential,Manufactured Home,Existing Park,Zoning Review,Hold for Revision,Residential - 10 Days,11/04/2016,11/01/2016
16-10683,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/04/2016,10/24/2016
16-10683,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/04/2016,10/24/2016
16-10705,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/26/2016,10/24/2016
16-10707,Res: New SFD,Residential,New Building,SFD,Addressing,Approved - No Fees,Residential - 10 Days,11/07/2016,11/01/2016
16-10707,Res: New SFD,Residential,New Building,SFD,Building Review,Approved,Residential - 10 Days,11/07/2016,11/07/2016
16-10715,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10719,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10723,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10723,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10726,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10728,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Res. Waiver - 2 Days,10/26/2016,10/25/2016
16-10743,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/27/2016,10/25/2016
16-10743,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Res. Waiver - 2 Days,10/27/2016,10/26/2016
16-10744,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Residential - 10 Days,11/08/2016,10/26/2016
16-10746,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Std Level I Comm  - 21 Days,11/23/2016,11/01/2016
16-10746,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Approved,Std Level I Comm  - 21 Days,11/23/2016,10/28/2016
16-10749,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,11/08/2016,11/01/2016
16-10749,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,11/08/2016,10/26/2016
16-10750,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,11/08/2016,10/26/2016
16-10750,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,11/08/2016,10/28/2016
16-10750,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,11/08/2016,10/28/2016
16-10755,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/08/2016,10/26/2016
16-10755,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/08/2016,10/31/2016
16-10762,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/27/2016,10/26/2016
16-10769,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,11/08/2016,11/01/2016
16-10770,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/27/2016,10/26/2016
16-10770,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/27/2016,11/01/2016
16-10799,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved,Residential - 10 Days,11/09/2016,11/01/2016
16-10799,Res: Detached Bldg,Residential,Accessory Structure,Other,Zoning Review,Approved with Conditions,Residential - 10 Days,11/09/2016,10/31/2016
16-10807,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Small Comm - 10 Days,11/09/2016,11/01/2016
16-10807,Com: Misc. Structure,Commercial,Accessory Structure,Other,Fire Review,Approved,Small Comm - 10 Days,11/09/2016,10/28/2016
16-10810,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Residential - 10 Days,11/09/2016,11/01/2016
16-10811,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/28/2016,10/27/2016
16-10812,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/28/2016,10/27/2016
16-10824,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/28/2016,10/27/2016
16-10824,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved with Conditions,Res. Waiver - 2 Days,10/28/2016,11/01/2016
16-10827,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/09/2016,10/26/2016
16-10835,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/10/2016,10/27/2016
16-10835,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/10/2016,10/27/2016
16-10835,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved with Conditions,Small Comm - 10 Days,11/10/2016,11/02/2016
16-10842,Res: New SFD,Residential,New Building,SFD,Building Review,Approved with Conditions,Residential - 10 Days,11/10/2016,11/01/2016
16-10851,Com: Reroof,Commercial,Existing Building,Reroof,Building Review,Approved,Small Comm - 10 Days,11/10/2016,10/27/2016
16-10852,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/31/2016,10/27/2016
16-10852,Res: Alter & Add,Residential,Existing Building,Alterations w Addition,Zoning Review,Approved,Res. Waiver - 2 Days,10/31/2016,10/28/2016
16-10853,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/10/2016,11/02/2016
16-10853,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/10/2016,10/28/2016
16-10855,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved with Conditions,Residential - 10 Days,11/10/2016,11/01/2016
16-10863,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,10/31/2016,10/31/2016
16-10864,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/10/2016,11/01/2016
16-10864,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/10/2016,11/03/2016
16-10869,Res: Detached Bldg,Residential,Accessory Structure,Other,Building Review,Approved with Conditions,Residential - 10 Days,11/10/2016,11/02/2016
16-10875,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,11/01/2016,10/31/2016
16-10879,Com: Misc. Structure,Commercial,Accessory Structure,Other,Building Review,Approved,Small Comm - 10 Days,11/11/2016,11/01/2016
16-10882,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,11/01/2016,10/31/2016
16-10882,Res: Alterations,Residential,Existing Building,Alterations,Zoning Review,Approved,Res. Waiver - 2 Days,11/01/2016,10/31/2016
16-10886,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,11/11/2016,11/02/2016
16-10886,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,11/11/2016,11/01/2016
16-10887,Res: Mod SFD,Residential,New Building,Modular SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,11/01/2016,10/31/2016
16-10903,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/11/2016,11/03/2016
16-10903,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved with Conditions,Small Comm - 10 Days,11/11/2016,11/03/2016
16-10903,Com: Alterations,Commercial,Existing Building,Alterations,Zoning Review,Approved,Small Comm - 10 Days,11/11/2016,11/03/2016
16-10907,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Building Review,Approved,Small Comm - 10 Days,11/11/2016,11/02/2016
16-10907,Com: First Upfit,Commercial,New Building,Upfit First Occupancy,Fire Review,Approved,Small Comm - 10 Days,11/11/2016,11/01/2016
16-10911,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/11/2016,10/31/2016
16-10911,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/11/2016,11/03/2016
16-10921,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Approved,Small Comm - 10 Days,11/14/2016,11/07/2016
16-10921,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/14/2016,11/02/2016
16-10923,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Std Level I Comm  - 21 Days,11/29/2016,11/07/2016
16-10923,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Std Level I Comm  - 21 Days,11/29/2016,11/01/2016
16-10928,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,11/14/2016,11/01/2016
16-10928,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/14/2016,11/08/2016
16-10929,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,11/14/2016,11/03/2016
16-10929,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved,Residential - 10 Days,11/14/2016,11/01/2016
16-10932,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,11/14/2016,11/02/2016
16-10932,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Approved,Small Comm - 10 Days,11/14/2016,11/09/2016
16-10933,Res: New SFD,Residential,New Building,SFD,Building Review,Plan Review Waiver,Res. Waiver - 2 Days,11/02/2016,11/01/2016
16-10934,Res: Deck,Residential,Accessory Structure,Deck,Building Review,Approved with Conditions,Residential - 10 Days,11/14/2016,11/03/2016
16-10934,Res: Deck,Residential,Accessory Structure,Deck,Zoning Review,Approved with Conditions,Residential - 10 Days,11/14/2016,11/03/2016
16-10938,Com: Alterations,Commercial,Existing Building,Alterations,Building Review,Hold for Revision,Small Comm - 10 Days,11/14/2016,11/01/2016
16-10938,Com: Alterations,Commercial,Existing Building,Alterations,Fire Review,Hold for Revision,Small Comm - 10 Days,11/14/2016,11/09/2016
16-10939,Res:Addition,Residential,Existing Building,Addition,Building Review,Approved,Residential - 10 Days,11/14/2016,11/02/2016
16-10939,Res:Addition,Residential,Existing Building,Addition,Zoning Review,Approved,Residential - 10 Days,11/14/2016,11/02/2016
16-10941,Res: Alterations,Residential,Existing Building,Alterations,Building Review,Approved,Res. Waiver - 2 Days,11/02/2016,10/31/2016
16-10943,Com: Landlord Impr,Commercial,Existing Building,Landlord Improvements,Building Review,Approved with Conditions,Small Comm - 10 Days,11/14/2016,10/31/2016
